date,average_price
2015-10-04,1.12
2015-10-04,1.62
2015-10-04,1.0
2015-10-04,2.11
2015-10-04,1.28
2015-10-04,2.15
2015-10-04,0.89
2015-10-04,1.93
2015-10-04,0.99
2015-10-04,1.19
2015-10-04,1.14
2015-10-04,1.76
2015-10-04,1.13
2015-10-04,1.57
2015-10-04,1.29
2015-10-04,1.76
2015-10-04,1.04
2015-10-04,1.68
2015-10-04,1.04
2015-10-04,1.6
2015-10-04,1.1
2015-10-04,2.01
2015-10-04,1.11
2015-10-04,1.85
2015-10-04,1.04
2015-10-04,2.59
2015-10-04,1.06
2015-10-04,1.73
2015-10-04,1.04
2015-10-04,1.96
2015-10-04,0.84
2015-10-04,1.55
2015-10-04,0.98
2015-10-04,1.84
2015-10-04,0.99
2015-10-04,1.92
2015-10-04,1.23
2015-10-04,1.52
2015-10-04,1.34
2015-10-04,1.64
2015-10-04,0.89
2015-10-04,1.47
2015-10-04,1.02
2015-10-04,1.72
2015-10-04,1.0
2015-10-04,1.61
2015-10-04,0.85
2015-10-04,2.01
2015-10-11,1.28
2015-10-11,1.9
2015-10-11,0.95
2015-10-11,1.75
2015-10-11,1.24
2015-10-11,1.53
2015-10-11,0.94
2015-10-11,1.95
2015-10-11,1.14
2015-10-11,1.26
2015-10-11,1.3
2015-10-11,1.52
2015-10-11,1.08
2015-10-11,2.07
2015-10-11,1.14
2015-10-11,1.94
2015-10-11,1.08
2015-10-11,1.69
2015-10-11,0.91
2015-10-11,1.66
2015-10-11,0.9
2015-10-11,1.27
2015-10-11,0.81
2015-10-11,1.48
2015-10-11,0.9
2015-10-11,1.28
2015-10-11,0.99
2015-10-11,1.61
2015-10-11,0.97
2015-10-11,1.74
2015-10-11,1.02
2015-10-11,1.6
2015-10-11,1.05
2015-10-11,1.49
2015-10-11,1.38
2015-10-11,2.27
2015-10-11,0.79
2015-10-11,1.48
2015-10-11,1.1
2015-10-11,1.4
2015-10-11,0.99
2015-10-11,2.11
2015-10-11,0.94
2015-10-11,2.22
2015-10-11,0.92
2015-10-11,1.72
2015-10-11,1.03
2015-10-11,1.65
2015-10-11,1.0
2015-10-11,1.51
2015-10-11,1.13
2015-10-11,1.53
2015-10-11,0.96
2015-10-11,1.55
2015-10-11,1.0
2015-10-11,1.54
2015-10-11,1.28
2015-10-11,2.09
2015-10-11,1.23
2015-10-11,1.69
2015-10-11,1.19
2015-10-11,1.61
2015-10-11,1.0
2015-10-11,2.05
2015-10-11,1.26
2015-10-11,1.62
2015-10-11,0.89
2015-10-11,1.91
2015-10-11,0.96
2015-10-11,1.45
2015-10-11,1.05
2015-10-11,1.82
2015-10-11,0.79
2015-10-11,1.68
2015-10-11,1.17
2015-10-11,1.59
2015-10-11,1.01
2015-10-11,1.31
2015-10-11,1.01
2015-10-11,1.13
2015-10-11,1.29
2015-10-11,2.1
2015-10-11,0.93
2015-10-11,1.82
2015-10-11,1.58
2015-10-11,2.66
2015-10-11,0.9
2015-10-11,1.75
2015-10-11,1.03
2015-10-11,1.79
2015-10-11,0.83
2015-10-11,1.51
2015-10-11,0.97
2015-10-11,1.78
2015-10-11,0.94
2015-10-11,1.8
2015-10-11,1.15
2015-10-11,1.57
2015-10-11,1.32
2015-10-11,1.57
2015-10-11,0.88
2015-10-11,1.5
2015-10-11,1.0
2015-10-11,1.69
2015-10-11,0.91
2015-10-11,1.66
2015-10-11,0.89
2015-10-11,2.05
2015-10-18,1.12
2015-10-18,1.97
2015-10-18,1.09
2015-10-18,1.94
2015-10-18,0.99
2015-10-18,1.54
2015-10-18,1.16
2015-10-18,2.05
2015-10-18,0.94
2015-10-18,1.26
2015-10-18,1.29
2015-10-18,1.57
2015-10-18,1.07
2015-10-18,2.01
2015-10-18,1.26
2015-10-18,1.97
2015-10-18,1.15
2015-10-18,1.79
2015-10-18,0.98
2015-10-18,1.5
2015-10-18,0.98
2015-10-18,1.36
2015-10-18,0.83
2015-10-18,1.39
2015-10-18,0.87
2015-10-18,1.3
2015-10-18,0.97
2015-10-18,1.65
2015-10-18,0.94
2015-10-18,1.61
2015-10-18,1.03
2015-10-18,1.6
2015-10-18,0.93
2015-10-18,1.48
2015-10-18,0.93
2015-10-18,2.18
2015-10-18,0.9
2015-10-18,1.48
2015-10-18,0.97
2015-10-18,1.46
2015-10-18,1.25
2015-10-18,2.26
2015-10-18,0.91
2015-10-18,2.21
2015-10-18,0.89
2015-10-18,1.62
2015-10-18,1.03
2015-10-18,1.52
2015-10-18,1.24
2015-10-18,1.51
2015-10-18,1.05
2015-10-18,1.66
2015-10-18,0.91
2015-10-18,1.66
2015-10-18,1.02
2015-10-18,1.52
2015-10-18,0.97
2015-10-18,2.07
2015-10-18,0.99
2015-10-18,1.7
2015-10-18,1.0
2015-10-18,1.63
2015-10-18,1.24
2015-10-18,2.18
2015-10-18,1.06
2015-10-18,1.74
2015-10-18,0.65
2015-10-18,1.84
2015-10-18,1.23
2015-10-18,1.45
2015-10-18,1.12
2015-10-18,1.68
2015-10-18,1.05
2015-10-18,1.78
2015-10-18,1.23
2015-10-18,1.73
2015-10-18,1.0
2015-10-18,1.63
2015-10-18,0.98
2015-10-18,1.58
2015-10-18,1.28
2015-10-18,2.14
2015-10-18,1.03
2015-10-18,1.85
2015-10-18,1.52
2015-10-18,2.79
2015-10-18,1.08
2015-10-18,1.88
2015-10-18,1.12
2015-10-18,1.84
2015-10-18,0.87
2015-10-18,1.49
2015-10-18,1.15
2015-10-18,1.91
2015-10-18,1.13
2015-10-18,1.89
2015-10-18,1.26
2015-10-18,1.26
2015-10-18,1.26
2015-10-18,1.61
2015-10-18,1.11
2015-10-18,1.49
2015-10-18,0.99
2015-10-18,1.71
2015-10-18,0.89
2015-10-18,1.69
2015-10-18,0.81
2015-10-18,2.02
2015-10-25,1.07
2015-10-25,1.83
2015-10-25,1.09
2015-10-25,1.87
2015-10-25,1.19
2015-10-25,1.59
2015-10-25,1.11
2015-10-25,1.95
2015-10-25,1.02
2015-10-25,1.27
2015-10-25,1.36
2015-10-25,1.55
2015-10-25,1.12
2015-10-25,1.64
2015-10-25,1.27
2015-10-25,1.93
2015-10-25,1.12
2015-10-25,1.61
2015-10-25,1.01
2015-10-25,1.56
2015-10-25,1.04
2015-10-25,1.44
2015-10-25,0.86
2015-10-25,1.48
2015-10-25,0.93
2015-10-25,1.27
2015-10-25,1.17
2015-10-25,1.8
2015-10-25,1.14
2015-10-25,1.57
2015-10-25,1.1
2015-10-25,1.58
2015-10-25,1.11
2015-10-25,1.79
2015-10-25,1.2
2015-10-25,1.98
2015-10-25,0.88
2015-10-25,1.48
2015-10-25,1.02
2015-10-25,1.62
2015-10-25,1.22
2015-10-25,1.89
2015-10-25,0.98
2015-10-25,2.16
2015-10-25,0.95
2015-10-25,1.41
2015-10-25,1.06
2015-10-25,1.64
2015-10-25,1.25
2015-10-25,1.5
2015-10-25,1.13
2015-10-25,1.7
2015-10-25,0.91
2015-10-25,1.69
2015-10-25,1.01
2015-10-25,1.45
2015-10-25,1.23
2015-10-25,1.94
2015-10-25,1.15
2015-10-25,1.69
2015-10-25,1.08
2015-10-25,1.61
2015-10-25,1.25
2015-10-25,1.85
2015-10-25,1.19
2015-10-25,1.86
2015-10-25,0.83
2015-10-25,1.52
2015-10-25,1.22
2015-10-25,1.47
2015-10-25,1.11
2015-10-25,1.64
2015-10-25,0.91
2015-10-25,1.74
2015-10-25,1.22
2015-10-25,1.78
2015-10-25,1.02
2015-10-25,1.66
2015-10-25,0.99
2015-10-25,1.56
2015-10-25,1.26
2015-10-25,1.86
2015-10-25,1.08
2015-10-25,1.65
2015-10-25,1.55
2015-10-25,1.94
2015-10-25,1.03
2015-10-25,1.74
2015-10-25,1.11
2015-10-25,1.77
2015-10-25,0.86
2015-10-25,1.52
2015-10-25,1.16
2015-10-25,1.78
2015-10-25,1.08
2015-10-25,1.99
2015-10-25,1.21
2015-10-25,1.2
2015-10-25,1.26
2015-10-25,1.6
2015-10-25,1.12
2015-10-25,1.49
2015-10-25,1.04
2015-10-25,1.62
2015-10-25,0.95
2015-10-25,1.59
2015-10-25,0.82
2015-10-25,2.0
2015-11-01,1.02
2015-11-01,1.88
2015-11-01,0.99
2015-11-01,1.79
2015-11-01,1.12
2015-11-01,1.6
2015-11-01,1.14
2015-11-01,1.16
2015-11-01,1.06
2015-11-01,1.3
2015-11-01,1.23
2015-11-01,1.55
2015-11-01,0.95
2015-11-01,1.6
2015-11-01,1.11
2015-11-01,1.92
2015-11-01,1.0
2015-11-01,1.6
2015-11-01,0.93
2015-11-01,1.61
2015-11-01,0.99
2015-11-01,1.47
2015-11-01,0.78
2015-11-01,1.41
2015-11-01,0.82
2015-11-01,1.26
2015-11-01,1.04
2015-11-01,1.85
2015-11-01,0.91
2015-11-01,1.6
2015-11-01,1.0
2015-11-01,1.59
2015-11-01,1.13
2015-11-01,2.02
2015-11-01,1.16
2015-11-01,1.96
2015-11-01,0.77
2015-11-01,1.49
2015-11-01,1.01
2015-11-01,1.55
2015-11-01,0.97
2015-11-01,1.82
2015-11-01,0.99
2015-11-01,1.88
2015-11-01,0.89
2015-11-01,1.36
2015-11-01,0.89
2015-11-01,1.65
2015-11-01,0.98
2015-11-01,1.5
2015-11-01,1.08
2015-11-01,1.61
2015-11-01,0.94
2015-11-01,1.63
2015-11-01,0.97
2015-11-01,1.67
2015-11-01,1.06
2015-11-01,2.09
2015-11-01,1.09
2015-11-01,1.74
2015-11-01,1.07
2015-11-01,1.62
2015-11-01,0.97
2015-11-01,1.8
2015-11-01,1.13
2015-11-01,2.06
2015-11-01,0.71
2015-11-01,1.7
2015-11-01,1.16
2015-11-01,1.46
2015-11-01,1.12
2015-11-01,1.55
2015-11-01,1.06
2015-11-01,0.98
2015-11-01,1.12
2015-11-01,1.65
2015-11-01,1.0
2015-11-01,1.4
2015-11-01,1.0
2015-11-01,1.19
2015-11-01,1.02
2015-11-01,1.9
2015-11-01,1.01
2015-11-01,1.64
2015-11-01,0.97
2015-11-01,2.01
2015-11-01,1.14
2015-11-01,1.25
2015-11-01,1.0
2015-11-01,1.75
2015-11-01,0.81
2015-11-01,1.51
2015-11-01,0.98
2015-11-01,1.73
2015-11-01,1.13
2015-11-01,1.33
2015-11-01,1.21
2015-11-01,1.04
2015-11-01,1.16
2015-11-01,1.65
2015-11-01,0.97
2015-11-01,1.5
2015-11-01,0.97
2015-11-01,1.47
2015-11-01,0.9
2015-11-01,1.23
2015-11-01,0.8
2015-11-01,1.92
2015-11-08,0.98
2015-11-08,1.88
2015-11-08,1.12
2015-11-08,1.74
2015-11-08,1.05
2015-11-08,1.65
2015-11-08,1.11
2015-11-08,1.5
2015-11-08,1.04
2015-11-08,1.22
2015-11-08,1.3
2015-11-08,1.55
2015-11-08,0.98
2015-11-08,1.66
2015-11-08,1.03
2015-11-08,1.91
2015-11-08,1.01
2015-11-08,1.59
2015-11-08,0.87
2015-11-08,1.3
2015-11-08,0.95
2015-11-08,1.4
2015-11-08,0.8
2015-11-08,1.46
2015-11-08,0.93
2015-11-08,1.14
2015-11-08,1.03
2015-11-08,1.74
2015-11-08,0.93
2015-11-08,1.64
2015-11-08,0.98
2015-11-08,1.54
2015-11-08,1.09
2015-11-08,1.99
2015-11-08,1.16
2015-11-08,2.14
2015-11-08,0.75
2015-11-08,1.44
2015-11-08,0.96
2015-11-08,1.57
2015-11-08,1.25
2015-11-08,1.83
2015-11-08,0.92
2015-11-08,1.96
2015-11-08,0.84
2015-11-08,1.42
2015-11-08,0.93
2015-11-08,1.68
2015-11-08,1.22
2015-11-08,1.59
2015-11-08,1.04
2015-11-08,1.66
2015-11-08,1.03
2015-11-08,1.59
2015-11-08,0.96
2015-11-08,1.52
2015-11-08,1.13
2015-11-08,1.82
2015-11-08,1.1
2015-11-08,1.63
2015-11-08,0.96
2015-11-08,1.58
2015-11-08,1.24
2015-11-08,1.83
2015-11-08,1.27
2015-11-08,1.87
2015-11-08,0.6
2015-11-08,1.72
2015-11-08,0.93
2015-11-08,1.44
2015-11-08,1.12
2015-11-08,1.73
2015-11-08,1.04
2015-11-08,1.39
2015-11-08,1.07
2015-11-08,1.75
2015-11-08,0.95
2015-11-08,1.58
2015-11-08,1.01
2015-11-08,1.44
2015-11-08,1.14
2015-11-08,1.8
2015-11-08,0.92
2015-11-08,1.82
2015-11-08,1.4
2015-11-08,1.98
2015-11-08,1.06
2015-11-08,1.46
2015-11-08,1.08
2015-11-08,1.74
2015-11-08,0.8
2015-11-08,1.51
2015-11-08,1.16
2015-11-08,1.73
2015-11-08,1.08
2015-11-08,1.73
2015-11-08,1.18
2015-11-08,1.48
2015-11-08,1.23
2015-11-08,1.6
2015-11-08,1.21
2015-11-08,1.74
2015-11-08,0.97
2015-11-08,1.54
2015-11-08,0.88
2015-11-08,1.36
2015-11-08,0.76
2015-11-08,1.98
2015-11-15,0.99
2015-11-15,1.89
2015-11-15,1.13
2015-11-15,1.85
2015-11-15,1.04
2015-11-15,1.64
2015-11-15,1.01
2015-11-15,1.78
2015-11-15,1.05
2015-11-15,1.15
2015-11-15,1.36
2015-11-15,1.59
2015-11-15,0.83
2015-11-15,1.59
2015-11-15,1.01
2015-11-15,1.94
2015-11-15,1.17
2015-11-15,1.58
2015-11-15,0.88
2015-11-15,1.2
2015-11-15,0.99
2015-11-15,1.48
2015-11-15,0.71
2015-11-15,1.36
2015-11-15,0.82
2015-11-15,1.33
2015-11-15,1.1
2015-11-15,1.84
2015-11-15,1.2
2015-11-15,1.65
2015-11-15,1.09
2015-11-15,1.54
2015-11-15,1.09
2015-11-15,1.92
2015-11-15,1.12
2015-11-15,2.23
2015-11-15,0.72
2015-11-15,1.5
2015-11-15,1.08
2015-11-15,1.54
2015-11-15,1.25
2015-11-15,1.88
2015-11-15,0.95
2015-11-15,2.05
2015-11-15,0.74
2015-11-15,1.31
2015-11-15,1.04
2015-11-15,1.83
2015-11-15,1.22
2015-11-15,1.44
2015-11-15,1.02
2015-11-15,1.7
2015-11-15,1.04
2015-11-15,1.65
2015-11-15,0.98
2015-11-15,1.7
2015-11-15,1.04
2015-11-15,1.76
2015-11-15,1.09
2015-11-15,1.58
2015-11-15,1.07
2015-11-15,1.57
2015-11-15,1.24
2015-11-15,1.83
2015-11-15,1.17
2015-11-15,1.76
2015-11-15,0.62
2015-11-15,1.89
2015-11-15,1.24
2015-11-15,1.43
2015-11-15,1.09
2015-11-15,1.68
2015-11-15,0.9
2015-11-15,1.8
2015-11-15,1.0
2015-11-15,1.77
2015-11-15,0.94
2015-11-15,1.65
2015-11-15,1.0
2015-11-15,1.53
2015-11-15,0.94
2015-11-15,1.87
2015-11-15,0.85
2015-11-15,1.68
2015-11-15,0.99
2015-11-15,2.02
2015-11-15,0.93
2015-11-15,1.5
2015-11-15,1.07
2015-11-15,1.82
2015-11-15,0.76
2015-11-15,1.5
2015-11-15,1.16
2015-11-15,1.75
2015-11-15,1.0
2015-11-15,1.71
2015-11-15,1.07
2015-11-15,1.25
2015-11-15,1.21
2015-11-15,1.64
2015-11-15,1.22
2015-11-15,1.75
2015-11-15,0.92
2015-11-15,1.6
2015-11-15,0.83
2015-11-15,1.61
2015-11-15,0.71
2015-11-15,1.92
2015-11-22,1.26
2015-11-22,1.94
2015-11-22,1.0
2015-11-22,1.88
2015-11-22,1.12
2015-11-22,1.39
2015-11-22,1.09
2015-11-22,1.54
2015-11-22,1.07
2015-11-22,1.27
2015-11-22,1.4
2015-11-22,1.57
2015-11-22,0.92
2015-11-22,1.6
2015-11-22,1.0
2015-11-22,1.97
2015-11-22,0.94
2015-11-22,1.57
2015-11-22,0.89
2015-11-22,1.36
2015-11-22,1.04
2015-11-22,1.48
2015-11-22,0.78
2015-11-22,1.46
2015-11-22,0.85
2015-11-22,1.39
2015-11-22,1.09
2015-11-22,1.84
2015-11-22,1.11
2015-11-22,1.66
2015-11-22,1.03
2015-11-22,1.57
2015-11-22,1.16
2015-11-22,1.47
2015-11-22,1.27
2015-11-22,2.31
2015-11-22,0.73
2015-11-22,1.5
2015-11-22,1.11
2015-11-22,1.57
2015-11-22,0.98
2015-11-22,1.9
2015-11-22,0.98
2015-11-22,2.03
2015-11-22,0.81
2015-11-22,1.34
2015-11-22,1.01
2015-11-22,1.87
2015-11-22,0.98
2015-11-22,1.11
2015-11-22,1.06
2015-11-22,1.66
2015-11-22,0.96
2015-11-22,1.66
2015-11-22,0.94
2015-11-22,1.7
2015-11-22,1.14
2015-11-22,1.84
2015-11-22,1.16
2015-11-22,1.63
2015-11-22,1.08
2015-11-22,1.66
2015-11-22,0.98
2015-11-22,1.84
2015-11-22,1.23
2015-11-22,1.55
2015-11-22,0.77
2015-11-22,1.89
2015-11-22,1.3
2015-11-22,1.54
2015-11-22,1.1
2015-11-22,1.69
2015-11-22,1.03
2015-11-22,1.12
2015-11-22,1.02
2015-11-22,1.79
2015-11-22,1.01
2015-11-22,1.65
2015-11-22,1.0
2015-11-22,1.54
2015-11-22,1.06
2015-11-22,1.79
2015-11-22,0.98
2015-11-22,1.85
2015-11-22,1.04
2015-11-22,2.04
2015-11-22,1.07
2015-11-22,1.14
2015-11-22,0.99
2015-11-22,1.89
2015-11-22,0.8
2015-11-22,1.53
2015-11-22,0.98
2015-11-22,1.81
2015-11-22,1.12
2015-11-22,1.23
2015-11-22,1.15
2015-11-22,1.35
2015-11-22,1.38
2015-11-22,1.63
2015-11-22,0.97
2015-11-22,1.78
2015-11-22,0.96
2015-11-22,1.49
2015-11-22,0.92
2015-11-22,1.29
2015-11-22,0.78
2015-11-22,1.97
2015-11-29,1.28
2015-11-29,1.94
2015-11-29,0.99
2015-11-29,1.37
2015-11-29,1.16
2015-11-29,1.32
2015-11-29,1.06
2015-11-29,1.34
2015-11-29,1.19
2015-11-29,1.28
2015-11-29,1.39
2015-11-29,1.6
2015-11-29,0.91
2015-11-29,1.75
2015-11-29,0.95
2015-11-29,1.96
2015-11-29,1.11
2015-11-29,1.59
2015-11-29,0.88
2015-11-29,1.5
2015-11-29,1.03
2015-11-29,1.48
2015-11-29,0.8
2015-11-29,1.46
2015-11-29,1.12
2015-11-29,0.88
2015-11-29,1.11
2015-11-29,1.81
2015-11-29,1.12
2015-11-29,1.66
2015-11-29,1.07
2015-11-29,1.61
2015-11-29,1.17
2015-11-29,1.4
2015-11-29,1.32
2015-11-29,2.33
2015-11-29,0.79
2015-11-29,1.51
2015-11-29,1.08
2015-11-29,1.52
2015-11-29,0.96
2015-11-29,1.87
2015-11-29,0.95
2015-11-29,2.17
2015-11-29,0.83
2015-11-29,1.33
2015-11-29,0.97
2015-11-29,1.19
2015-11-29,0.98
2015-11-29,1.51
2015-11-29,1.05
2015-11-29,1.5
2015-11-29,0.95
2015-11-29,1.21
2015-11-29,0.9
2015-11-29,1.58
2015-11-29,1.16
2015-11-29,1.89
2015-11-29,1.22
2015-11-29,1.59
2015-11-29,1.25
2015-11-29,1.63
2015-11-29,0.96
2015-11-29,1.87
2015-11-29,1.23
2015-11-29,1.45
2015-11-29,0.75
2015-11-29,1.89
2015-11-29,1.26
2015-11-29,1.4
2015-11-29,1.11
2015-11-29,1.82
2015-11-29,1.04
2015-11-29,1.38
2015-11-29,0.98
2015-11-29,1.78
2015-11-29,0.99
2015-11-29,1.68
2015-11-29,1.03
2015-11-29,1.61
2015-11-29,0.99
2015-11-29,2.04
2015-11-29,0.91
2015-11-29,1.87
2015-11-29,1.05
2015-11-29,2.58
2015-11-29,1.17
2015-11-29,2.06
2015-11-29,0.97
2015-11-29,1.71
2015-11-29,0.82
2015-11-29,1.47
2015-11-29,0.97
2015-11-29,1.63
2015-11-29,1.17
2015-11-29,1.8
2015-11-29,1.16
2015-11-29,1.58
2015-11-29,1.41
2015-11-29,1.59
2015-11-29,0.96
2015-11-29,1.73
2015-11-29,0.99
2015-11-29,1.5
2015-11-29,0.99
2015-11-29,1.26
2015-11-29,0.81
2015-11-29,2.08
2015-12-06,1.08
2015-12-06,1.84
2015-12-06,1.07
2015-12-06,1.48
2015-12-06,1.04
2015-12-06,1.46
2015-12-06,0.71
2015-12-06,1.36
2015-12-06,1.02
2015-12-06,1.29
2015-12-06,1.23
2015-12-06,1.57
2015-12-06,0.78
2015-12-06,1.48
2015-12-06,0.99
2015-12-06,1.95
2015-12-06,1.14
2015-12-06,1.59
2015-12-06,0.83
2015-12-06,1.48
2015-12-06,0.99
2015-12-06,1.52
2015-12-06,0.74
2015-12-06,1.48
2015-12-06,0.76
2015-12-06,0.92
2015-12-06,0.98
2015-12-06,1.8
2015-12-06,0.93
2015-12-06,1.64
2015-12-06,1.0
2015-12-06,1.6
2015-12-06,1.1
2015-12-06,1.3
2015-12-06,1.19
2015-12-06,2.16
2015-12-06,0.74
2015-12-06,1.49
2015-12-06,0.92
2015-12-06,1.31
2015-12-06,1.19
2015-12-06,1.76
2015-12-06,0.89
2015-12-06,1.97
2015-12-06,0.66
2015-12-06,1.23
2015-12-06,0.83
2015-12-06,1.19
2015-12-06,1.25
2015-12-06,1.49
2015-12-06,1.0
2015-12-06,1.59
2015-12-06,1.0
2015-12-06,1.49
2015-12-06,0.94
2015-12-06,1.35
2015-12-06,1.2
2015-12-06,1.65
2015-12-06,1.14
2015-12-06,1.53
2015-12-06,1.11
2015-12-06,1.61
2015-12-06,1.2
2015-12-06,1.85
2015-12-06,1.18
2015-12-06,1.35
2015-12-06,0.56
2015-12-06,1.87
2015-12-06,1.21
2015-12-06,1.55
2015-12-06,1.08
2015-12-06,1.92
2015-12-06,0.73
2015-12-06,1.66
2015-12-06,0.97
2015-12-06,1.82
2015-12-06,0.98
2015-12-06,1.67
2015-12-06,1.01
2015-12-06,1.55
2015-12-06,1.07
2015-12-06,1.43
2015-12-06,0.67
2015-12-06,1.83
2015-12-06,1.06
2015-12-06,1.92
2015-12-06,0.81
2015-12-06,2.06
2015-12-06,1.03
2015-12-06,1.73
2015-12-06,0.76
2015-12-06,1.49
2015-12-06,1.13
2015-12-06,1.66
2015-12-06,0.85
2015-12-06,2.09
2015-12-06,1.09
2015-12-06,2.12
2015-12-06,1.17
2015-12-06,1.56
2015-12-06,1.17
2015-12-06,1.76
2015-12-06,0.89
2015-12-06,1.52
2015-12-06,0.75
2015-12-06,1.39
2015-12-06,0.74
2015-12-13,0.93
2015-12-13,1.85
2015-12-13,0.96
2015-12-13,1.78
2015-12-13,1.15
2015-12-13,1.72
2015-12-13,0.99
2015-12-13,0.87
2015-12-13,1.01
2015-12-13,1.55
2015-12-13,1.35
2015-12-13,1.45
2015-12-13,0.87
2015-12-13,1.39
2015-12-13,0.95
2015-12-13,1.9
2015-12-13,1.07
2015-12-13,1.59
2015-12-13,0.79
2015-12-13,1.32
2015-12-13,1.03
2015-12-13,1.59
2015-12-13,0.79
2015-12-13,1.43
2015-12-13,0.83
2015-12-13,1.36
2015-12-13,1.05
2015-12-13,1.53
2015-12-13,1.24
2015-12-13,1.55
2015-12-13,1.03
2015-12-13,1.53
2015-12-13,1.14
2015-12-13,2.0
2015-12-13,1.24
2015-12-13,2.34
2015-12-13,0.73
2015-12-13,1.35
2015-12-13,1.03
2015-12-13,1.35
2015-12-13,0.96
2015-12-13,1.9
2015-12-13,0.95
2015-12-13,1.89
2015-12-13,0.74
2015-12-13,1.14
2015-12-13,0.91
2015-12-13,1.52
2015-12-13,0.97
2015-12-13,1.5
2015-12-13,1.03
2015-12-13,1.68
2015-12-13,0.91
2015-12-13,1.53
2015-12-13,0.86
2015-12-13,1.6
2015-12-13,1.12
2015-12-13,1.9
2015-12-13,1.09
2015-12-13,1.8
2015-12-13,0.95
2015-12-13,1.62
2015-12-13,0.96
2015-12-13,1.87
2015-12-13,1.18
2015-12-13,1.79
2015-12-13,0.66
2015-12-13,1.72
2015-12-13,1.19
2015-12-13,1.56
2015-12-13,1.02
2015-12-13,1.82
2015-12-13,0.93
2015-12-13,0.93
2015-12-13,0.98
2015-12-13,1.81
2015-12-13,0.98
2015-12-13,1.67
2015-12-13,1.01
2015-12-13,1.55
2015-12-13,1.0
2015-12-13,1.68
2015-12-13,0.84
2015-12-13,1.27
2015-12-13,1.22
2015-12-13,1.94
2015-12-13,1.05
2015-12-13,1.03
2015-12-13,0.96
2015-12-13,1.74
2015-12-13,0.78
2015-12-13,1.43
2015-12-13,0.96
2015-12-13,1.74
2015-12-13,0.99
2015-12-13,1.32
2015-12-13,0.99
2015-12-13,1.8
2015-12-13,1.32
2015-12-13,1.53
2015-12-13,0.96
2015-12-13,1.76
2015-12-13,0.93
2015-12-13,1.43
2015-12-13,0.85
2015-12-13,1.16
2015-12-13,0.78
2015-12-13,1.8
2015-12-20,1.35
2015-12-20,1.89
2015-12-20,1.08
2015-12-20,1.89
2015-12-20,1.11
2015-12-20,1.67
2015-12-20,1.03
2015-12-20,1.17
2015-12-20,1.07
2015-12-20,1.41
2015-12-20,1.37
2015-12-20,1.5
2015-12-20,0.94
2015-12-20,1.35
2015-12-20,0.98
2015-12-20,1.9
2015-12-20,0.91
2015-12-20,1.58
2015-12-20,0.85
2015-12-20,1.47
2015-12-20,1.03
2015-12-20,1.67
2015-12-20,0.82
2015-12-20,1.38
2015-12-20,1.05
2015-12-20,1.35
2015-12-20,1.1
2015-12-20,1.8
2015-12-20,1.13
2015-12-20,1.66
2015-12-20,1.01
2015-12-20,1.55
2015-12-20,1.11
2015-12-20,2.09
2015-12-20,1.18
2015-12-20,2.24
2015-12-20,0.75
2015-12-20,1.27
2015-12-20,1.1
2015-12-20,1.61
2015-12-20,1.19
2015-12-20,1.83
2015-12-20,0.96
2015-12-20,1.99
2015-12-20,0.85
2015-12-20,1.11
2015-12-20,1.05
2015-12-20,1.8
2015-12-20,1.21
2015-12-20,1.5
2015-12-20,1.05
2015-12-20,1.71
2015-12-20,0.99
2015-12-20,1.66
2015-12-20,0.92
2015-12-20,1.66
2015-12-20,1.23
2015-12-20,1.93
2015-12-20,1.2
2015-12-20,1.77
2015-12-20,1.17
2015-12-20,1.65
2015-12-20,1.21
2015-12-20,1.89
2015-12-20,1.33
2015-12-20,1.83
2015-12-20,0.53
2015-12-20,1.79
2015-12-20,1.22
2015-12-20,1.55
2015-12-20,1.13
2015-12-20,1.69
2015-12-20,0.98
2015-12-20,1.21
2015-12-20,0.98
2015-12-20,1.77
2015-12-20,0.99
2015-12-20,1.67
2015-12-20,1.0
2015-12-20,1.59
2015-12-20,1.0
2015-12-20,1.68
2015-12-20,0.94
2015-12-20,1.23
2015-12-20,1.15
2015-12-20,1.87
2015-12-20,1.15
2015-12-20,1.55
2015-12-20,1.04
2015-12-20,1.77
2015-12-20,0.81
2015-12-20,1.41
2015-12-20,1.12
2015-12-20,1.8
2015-12-20,1.12
2015-12-20,1.56
2015-12-20,1.13
2015-12-20,1.34
2015-12-20,1.36
2015-12-20,1.53
2015-12-20,1.15
2015-12-20,1.79
2015-12-20,0.98
2015-12-20,1.53
2015-12-20,0.88
2015-12-20,1.45
2015-12-20,0.83
2015-12-20,1.92
2015-12-27,1.33
2015-12-27,1.83
2015-12-27,0.99
2015-12-27,1.84
2015-12-27,1.17
2015-12-27,1.51
2015-12-27,0.97
2015-12-27,0.91
2015-12-27,1.13
2015-12-27,1.48
2015-12-27,1.35
2015-12-27,1.47
2015-12-27,0.9
2015-12-27,1.45
2015-12-27,0.96
2015-12-27,1.9
2015-12-27,0.93
2015-12-27,1.58
2015-12-27,0.87
2015-12-27,1.43
2015-12-27,0.99
2015-12-27,1.53
2015-12-27,0.8
2015-12-27,1.33
2015-12-27,0.98
2015-12-27,1.43
2015-12-27,1.08
2015-12-27,1.61
2015-12-27,1.13
2015-12-27,1.67
2015-12-27,1.01
2015-12-27,1.49
2015-12-27,1.16
2015-12-27,1.45
2015-12-27,1.27
2015-12-27,2.32
2015-12-27,0.78
